sen1_origin_id,sentence1,sen1_paraphrase0,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task,sen3_origin_id,sentence3,sen3_paraphrase0,sen3_task,sen4_origin_id,sentence4,sen4_paraphrase0,sen4_task
RTE1_test.column_s1_1480,"Names in the News After Sweden swept three tennis matches to capture the Davis Cup , Yevgeny Kafelnikov restored a little Russian pride by defeating Stefan Edberg , 4-6 , 6-4 , 6-0 , in Moscow .","After Sweden swept three tennis matches to win the Davis Cup, Yevgeny Kafelnikov restored a little Russian pride when it defeated Stefan Edberg, 4-6, 6-4, 6-0, in Moscow.",QA,RTE1_test.column_s1_1208,"Azerbaijanis began voting this morning , Sunday , in the first round of the presidential elections , of which opinion polls are favoring current President Heydar Aliyev to win .","Azerbaijanis began voting today morning, Sunday in the first round of presidential elections, of which opinion polls favor current President Heydar Aliyev.",MT,RTE1_test.column_s1_833,Saudi Arabia was boosting its own production .,Saudi Arabia boosted its own production.,CD,RTE2_test.column_s1_260,These folk art traditions have been preserved for hundreds of years .,These folk art traditions have been preserved for centuries.,IR
RTE3_test.column_s1_76,"Edison , Dickson and the other employees of Edison 's laboratory made progress on the design to a point .","Edison, Dickson and the other Edison laboratory employees have made progress on the design to a certain degree.",IE,RTE3_test.column_s1_661,"Leakey believed Kenya 's wildlife , which underpins a tourist industry worth Dollars 450 m a year , could be managed in a profitable and sustainable manner .","Leakey believed that Kenya's wildlife, which underpins a tourist industry valued at $ 450 million a year, could be managed in a profitable and sustainable manner.",SUM,RTE3_test.column_s2_681,The court heard US appeals for the release of hostages held by Iran .,The court heard US appeals to release of hostages held in Iran.,SUM,RTE3_test.column_s2_291,United states is engaged in illegal technology transfer .,U.S. has engaged in illegal technology transfer.,IR
RTE2_test.column_s2_699,The ozone hole was first noticed in 1987 .,The Ozon hole was first spotted in 1987.,QA,RTE1_test.column_s2_1954,France crashed a planeload of United Nations aid into eastern Chad .,France crashed a planeload of UN aid to eastern chad.,PP,RTE1_test.column_s2_1696,Ford lives in Manhattan .,Ford resides in Manhattan.,IE,RTE1_test.column_s2_1261,The election will be held on the 25 th of February if all of the political partners agree .,"If all of the political partners agree, the election will take place on February 25th.",MT
RTE1_test.column_s2_1021,Koizumi promised to bolster the Japanese economy .,Koizumi promised to boost the Japanese economy.,RC,RTE2_test.column_s2_203,There are 11 official EU languages .,There are 11 official languages of the EU.,QA,RTE1_test.column_s2_1687,Psacharopoulos is from Athens .,"He comes from Athens, Greece.",IE,RTE1_test.column_s2_1198,President Clinton gave the two parties until next March to reach an agreement .,President Clinton granted President Clinton to the two parties until next March to get a deal.,MT
RTE1_test.column_s2_2093,Said to Wednesday the astronomers .,Said that to Wednesday astronomers.,MT,RTE1_test.column_s2_1376,Asians have an even higher rate of incidence-1 of every 5 suffers from hyperhidrosis .,Asiasians have an even higher incidence rate of hyperhidrosis -1 of 5 suffers.,CD,RTE3_test.column_s2_253,High-level political corruption is present in Italy .,High political corruption is present in Italy.,IR,RTE1_test.column_s2_2063,Microsoft 's corporate headquarters are located in the corporate instant messaging market .,Microsoft's corporate headquarters are located in the corporate instant messaging market.,IE
RTE3_test.column_s2_313,CD-Burner hits the markets .,CD Burner hits the markets.,IR,RTE2_test.column_s2_430,There are 20 official EU languages .,There are 20 official languages in the EU.,QA,RTE2_test.column_s2_105,General Dynamics makes Gulfstream business jets .,General Dynamics produces Gulfstream business jets.,IE,RTE2_test.column_s2_217,The Labor Department said this sector has added nearly 1 of every 5 of the new jobs created during the last 12 months .,The Labor Department said that this sector added nearly 1 to 5 of the new jobs created over the last 12 months.,SUM
RTE1_test.column_s2_919,Potential terrorists are allowed to a trial .,Potent terrorists are allowed to a trial.,RC,RTE2_test.column_s2_770,Tooth implants have advantages .,Teeth implants have advantages.,IR,RTE3_test.column_s2_293,Reform allows home schooling .,Reform permits home schooling.,IR,RTE2_test.column_s2_762,The US built the Tower of Babel .,The US built the Tower of Babel in the United States.,QA
RTE3_test.column_s2_137,"Some 2,500 people have been arrested after the attack on the Hilton hotel in Taba .","After the attack on the Hilton hotel in Taba, approximately 2,500 people were arrested.",IE,RTE2_test.column_s2_55,Soldiers have been trained using virtual reality .,Soldiers have been trained with virtual reality.,IR,RTE2_test.column_s2_497,Charles Armitage works as a broker at Merrill Lynch .,Charles Armitage is employed by Merrill Lynch as a broker.,IE,RTE3_test.column_s2_468,Neil Armstrong was the first man who landed on the Moon .,Neil Armstrong was the first man to land on the Moon.,QA
RTE1_test.column_s2_1130,Chris de Burgh wrote the song The Lady in Red .,The song The Lady in Red was written by Chris de Burgh.,RC,RTE3_test.column_s2_58,Diamonds are made with glass .,Diamonds are made from glass.,IE,RTE1_test.column_s2_2040,Stjepan Mesic was the first Croatian president .,Stjepan Mesic was Croatian's first President.,QA,RTE2_test.column_s2_435,Fungi cause cancers .,Fungi cause cancer.,QA
RTE3_test.column_s2_331,North Sea oil affects environment .,Oil from the North Sea affects the environment.,IR,RTE3_test.column_s2_234,The French Academy was founded by Richelieu .,Richelieu founded the French Academy of Sciences.,IR,RTE3_test.column_s2_366,International Beauty Contests go online .,International Beauty Contests will be online.,IR,RTE2_test.column_s2_120,Three leaders of a premier Johnstown tourism event are suspected of stealing money .,Three of Johnstown's premier tourism event's three leaders are suspected of theft of money.,IE
RTE2_test.column_s2_178,An earthquake occurred on the east coast of Hokkaido .,An earthquake occurred on the eastern shore of Hokkaido.,IR,RTE2_test.column_s2_109,George Oppong Manneh Weah is a politician of Liberia .,George Oppong Manneh Weah is a Liberian politician.,IE,RTE3_test.column_s2_641,The Salvation Army provides apartments as long-term accommodation for needy hostel residents .,The Salvation Army offers apartments for long-term housing for needy hostel residents.,SUM,RTE2_test.column_s2_167,The company beat the estimate carried by analysts surveyed by Thomson First Call .,The company beat the estimates of analysts surveyed by Thomson First Call.,SUM
RTE1_test.column_s2_1310,The statement added that King Hussein `` has been cured completely . '',"King Hussein '' had been completely cured, according to the statement.",MT,RTE1_test.column_s2_2127,Girl shot in park .,Girl was shot in the park.,IR,RTE2_test.column_s2_303,"One of America 's news presenters , Dan Rather , has announced that he is to give up his role as the face of CBS News next year .","One of America's news presenters, Dan Rather, has announced that he will take up his role as the face of CBS News next year.",SUM,RTE2_test.column_s2_362,Tea protects from some diseases .,Tea protects against some diseases.,IR
RTE1_test.column_s2_1663,Black neighborhoods are located in Port Nolloth .,Black neighbourhoods are located in Port Nolloth.,IE,RTE1_test.column_s2_863,"Massoud Emami , governor of Iran 's northwestern province of Qazvin , and at least 9 others on abroad a helicopter were killed in a crash Saturday afternoon .","Massoud Emami, the governor of Iran's northwest province Qazvin and at least 9 others on a helicopter had been killed in a crash Friday afternoon.",CD,RTE3_test.column_s2_729,Incursions in the Amazon have an economic function .,Incursions in Amazonas have an economic function.,SUM,RTE3_test.column_s2_60,Fiona Wood graduated from St Thomas 's Hospital Medical School in London .,Fiona Wood graduated from the St Thomas'Hospital Medical School in London.,IE
RTE3_test.column_s2_408,Nancy Pelosi is the Speaker of the US House of Representatives .,Nancy Pelosi is Speaker of the House of Representatives of the United States.,QA,RTE1_test.column_s2_2038,Nicole Kidman is married to Sarah Jessica Parker .,Nicole Kidman married Sarah Jessica Parker.,QA,RTE1_test.column_s2_1815,Election postponed,Election postponed in a series of circumstances.,IR,RTE1_test.column_s2_1336,"During his trip to the east of the Middle which lasted three days , the Clinton to first visit to American President to the occupied Palestinian territories and participated in meeting tripartite cooperation with Israeli Prime Minister Benjamin Netanyahu and Palestinian President , Yasser Arafat","During his three-day trip to the east of the Middle, the Clinton to the United States President to the occupied Palestinian territories and participated in tripartite cooperation with Israeli Prime Minister Benjamin Netanyahu and Palestinian President, Yasser Arafat.",MT
RTE1_test.column_s2_2027,Winter Olympics held in Japan .,"In Japan, the Winter Olympics were held.",IR,RTE3_test.column_s2_235,A bush fire has started near Sydney .,A bushfire has started near Sydney.,IR,RTE1_test.column_s2_1339,He said that the government was determined to fight the Mafia .,He said that the government is determined to fight against the mafia.,MT,RTE3_test.column_s2_787,Andrei Kokoshin is the former Russian Security Council chief .,Andrei Kokoshin is the former head of the Russian Security Council.,SUM
RTE2_test.column_s2_106,Indonesian helicopters brought much-needed supplies .,The Indonesian helicopters brought much needed supplies.,SUM,RTE3_test.column_s2_332,Soccer riots occurred in Dublin .,Soccer riots were in Dublin.,IR,RTE1_test.column_s2_1223,President Nelson Mandela 's party wants to prevent the publication of certain paragraphs of the report .,Nelson Mandela's party wants to prevent publication of certain paragraphs of the report.,MT,RTE2_test.column_s2_541,South and North Korea resumed discussions .,Discussions were resumed in South and North Korea.,SUM
RTE1_test.column_s2_1134,Borislav Shervinsky is the proprietor of a small Moscow gallery .,Borislav Shervinsky is owner of a small Moscow gallery.,RC,RTE3_test.column_s2_16,Golinkin has written eighteen books .,Golinkin has written 18 books.,IE,RTE1_test.column_s2_1548,The Buddha is Nepalese .,Buddha is Nepalese.,QA,RTE1_test.column_s2_1405,The original Napster shut down after the music industry sued .,The original Napster closed after the music industry sued.,CD
RTE2_test.column_s2_584,Chaubhurji lies in Lahore .,Chaubhurji is located in Lahore.,IE,RTE2_test.column_s2_516,There are 2 official EU languages .,There are 2 official languages in the EU.,QA,RTE1_test.column_s2_554,U.N. weapons inspectors will go back to Iraq .,U.N. weapons inspectors will return to Iraq.,PP,RTE1_test.column_s2_910,President Bush announced his departure .,President Bush announced his departure on Friday.,RC
RTE1_test.column_s2_1277,"Heydar Aliyev , the current Azerbaijani president , is thought to have been re-elected .","Heydar Aliyev, the current president of Azerbaijan, is believed to have been re-elected.",MT,RTE3_test.column_s2_160,Casey serves as a judge at the Federal District Court .,Casey serves as a judge on Federal District Court.,IE,RTE1_test.column_s2_293,Two-thirds of the Scottish police force will be deployed at the happening .,Two-thirds of Scotland's police force will be deployed at the event.,IR,RTE3_test.column_s2_18,The rock group Spock 's Beard comes from Japan .,The rock group Spock's Beard comes from Japan.,IE
RTE3_test.column_s2_786,Czech opposition parties are against the defense system .,Czech opposition parties oppose the defense system.,SUM,RTE1_test.column_s2_1123,"IBM is based in Mountain View , California .","IBM is headquartered in Mountain View, California.",RC,RTE1_test.column_s2_1501,The G 7 summit was held in Naples .,The G7 summit was held in Naples.,QA,RTE2_test.column_s2_61,Tea protects from some diseases .,Tea protects against some diseases.,IR
RTE3_test.column_s2_685,The dispute between Albania and the UK about the Corfu incident lasted a long time .,The dispute between Albania and the UK over the Corfu incident lasted long.,SUM,RTE1_test.column_s2_1634,"William Leonard Jennings killed his 3-year-old son , Stephen .","William Leonard killed Jennings, his 3-year-old son Stephen, on 3 January.",IE,RTE1_test.column_s2_1881,The Olympic Games are held in Lillehammer .,Lillehammer is the Olympic Games.,IE,RTE3_test.column_s2_296,Peace talks succeed in Northern Ireland .,Peace talks with Northern Ireland succeed.,IR
RTE1_test.column_s2_1669,Bradley First Air is an organisation based in Ontario .,"First Air is an organization based in Ontario, Brabham First Air.",IE,RTE2_test.column_s2_637,Destruction of the rainforest affected the world 's weather .,Destruction of the rainforest affected the climate of the world.,IR,RTE1_test.column_s2_2152,Economists had looked for GDP to advance at a 3.6 % pace after the previously reported rise of 3.9 % in the first quarter .,Economists had been looking for GDP to progress at a 3.6 % rate after the previously reported rise of 3.9 % in the first quarter.,CD,RTE3_test.column_s2_769,Putin will win the 2008 elections .,Putin will win the 2008 election.,SUM
RTE2_test.column_s2_177,Gas prices jumped 5 cents a gallon over the last two weeks .,Gas prices have increased five cents a gallon in the last two weeks.,SUM,RTE2_test.column_s2_195,Robert Tuttle has been criticised by Washington .,Robert Tuttle was criticised by Washington.,IE,RTE2_test.column_s2_771,Soldiers are trained using virtual reality .,Soldiers are trained in virtual reality.,IR,RTE3_test.column_s2_19,Reinsdorf was the chairman of the White Sox for 24 seasons .,Reinsdorf served as chairman of the White Sox for 24 seasons.,IE
RTE1_test.column_s2_1557,EMI acquired Mowtown records .,EMI bought Mowtown Records from EMI.,QA,RTE2_test.column_s2_769,Diego Armando Maradona is the Juniors football team .,Diego Armando Maradona is the team's junior football player.,QA,RTE3_test.column_s2_164,The amount of power produced in Minnesota stands at 895 megawatts .,The amount of power produced in Minnesota is 895 megawatts.,IE,RTE2_test.column_s2_418,Gilda Flores has been kidnapped in Mexico city .,Gilda Flores was kidnapped in Mexico city.,IE
RTE2_test.column_s2_512,A police station is based in Kabul .,A police station is located in Kabul.,IE,RTE1_test.column_s2_754,Poor air circulation out of the mountain-walled Mexico City aggravates pollution .,Poor air circulation from mountain-washed Mexico City aggravates pollution.,CD,RTE3_test.column_s2_367,The Leaning Tower of Pisa survives .,The leaned tower of Pisa survives.,IR,RTE1_test.column_s2_1876,Euro 2012 will be held in Russia .,The Euro 2012 is being held in Russia.,IE
RTE2_test.column_s2_624,The Eiffel Tower was built in the 18 th century .,The Eiffel Tower was built in the 18th century.,QA,RTE1_test.column_s2_1616,The 23 rd President of the United States was born in Ohio .,The 23rd President of the United States was born in Ohio.,IE,RTE1_test.column_s2_831,"Seven men , former prisoners of dictator Saddam Hussein , found themselves shaking hands with President George Bush at the White House on Tuesday .","Seven men, former prisoners of dictator Saddam Hussein, came to the White House Tuesday shaking hands with President George Bush.",CD,RTE2_test.column_s2_274,A government purchases food .,A government buys food.,IR
RTE2_test.column_s2_112,The fourth quarter 's performance was weaker than the growth rate economists were predicting .,The fourth quarter performance was weaker than the growth rate economists predicted.,SUM,RTE3_test.column_s2_686,In 1948 the ICJ ruled in favour of Albania .,In 1948 the ICJ ruled Albania favorably.,SUM,RTE3_test.column_s2_411,Jamie Foxx was awarded the Best Actor prize at the 2005 BAFTA Awards .,Jamie Foxx was presented with the best actor award at the 2005 BAFTA Awards.,QA,RTE1_test.column_s2_822,Satomi Mitarai bled to death .,Satomi Mitarai died to death.,CD
RTE2_test.column_s2_68,Cars exported by Japan decreased .,Exports of Cars by Japan by Japan decreased.,IR,RTE1_test.column_s2_959,Disney and Miramax against Fahrenheit 9 / 11,Disney and Miramax against Fahrenheit 9/11 against Fahrenheit Disney / Miramax 7 / 11,IR,RTE2_test.column_s2_183,The surface of Mars once was `` drenched '' in water that could have supported life forms .,Mars's surface was once '' drenched '' in water that could have supported life forms.,SUM,RTE3_test.column_s2_351,The Sierra Leone rebellion affects diamond trade .,The Sierra Leone rebellion impacts the diamond trade.,IR
RTE3_test.column_s2_546,Alison Hargreaves is the first woman to have made the climb up the Everest with no artificial oxygen .,Alison Hargreaves is the first woman to climb Everest without artificial oxygen.,QA,RTE1_test.column_s2_1004,Infertile women are able to produce children .,Infertile women are able to raise children.,RC,RTE3_test.column_s2_705,The Salvation Army collaborates with the county .,The Salvation Army works together with the county.,SUM,RTE1_test.column_s2_1125,IBM bought 16 companies since 2001 .,IBM has purchased 16 companies since 2001.,RC
RTE2_test.column_s2_313,The EZLN is a humanitarian aid group .,The EZLN is a humanitarian aid organization.,QA,RTE2_test.column_s2_284,U.N. peacekeeping forces withdrew from Bosnia .,U.N. peacekeepers withdrew from Bosnia.,IR,RTE1_test.column_s2_2082,Microsoft was established in 1985 .,Microsoft was founded in 1985.,QA,RTE1_test.column_s2_2017,Intel delays Pentium 4 release .,Intel delays the release of Pentium 4.,IR
RTE3_test.column_s2_389,Milk consumption increases in Europe .,"In Europe, milk consumption rises.",IR,RTE3_test.column_s2_575,Kanchenjunga is 8586 meters high .,Kanchenjunga is 8586 meters tall.,QA,RTE2_test.column_s2_345,Thomas captained the Welsh side .,Thomas capped the Welsh side.,IE,RTE2_test.column_s2_760,Luis Carlos Galan was murdered in Bogota .,Luis Carlos Galan was killed in Bogota.,IE
RTE2_test.column_s2_277,Peter Clarke commands the Metropolitan Police anti-terrorist branch .,Peter Clarke commands the Anti-terror Branch of the Metropolitan Police.,IE,RTE3_test.column_s2_184,Five men have been killed by a serial killer in Mumbai .,Five men were killed by a serial killer in Mumbai.,IE,RTE1_test.column_s2_1984,The Uzbek or American governments confirmed those accounts .,The Uzbek or American governments have confirmed these accounts.,PP,RTE1_test.column_s2_1488,John Lennon belonged to the Beatles .,John Lennon belong to the Beatles.,QA
RTE1_test.column_s2_1821,Darfur is located to the west of Sudan .,Darfur is west of Sudan.,RC,RTE1_test.column_s2_1334,The president may be removed from the House of Representatives .,The president is potentially removed from the House of Representatives.,MT,RTE2_test.column_s2_281,Regina Schueller is a representative of ECB .,Regina Schueller is representative of the ECB.,IE,RTE3_test.column_s2_734,Leona Helmsley was given a four year sentence .,Leona Helmsley was given a four-year sentence for being served.,SUM
RTE3_test.column_s2_183,A tsunami hit the north-eastern coast of Hokkaido .,A tsunami hit the north eastern coast of Hokkaido.,IE,RTE2_test.column_s2_554,The government took measures to reduce pollution .,The government took steps to reduce pollution.,IR,RTE1_test.column_s2_2123,Iraq shoots down a US helicopter .,"Iraq shoots down a US helicopter, threatening to shoot down another.",IR,RTE3_test.column_s2_706,Homeless men may sleep in the Salvation Army 's rehabilitation centers in the Valley .,Homeless men can sleep at the rehabilitation centers of the Salvation Army in the Valley.,SUM
RTE2_test.column_s2_451,Soldiers are trained using virtual reality .,Soldiers are trained in virtual reality.,IR,RTE3_test.column_s2_353,A conference about women is held in Beijing .,"In Beijing, a conference is held on Women's Rights.",IR,RTE3_test.column_s2_601,Nucor has pioneered the first mini-mill .,Nucor has been the pioneer of the first Mini-mill.,SUM,RTE2_test.column_s2_720,An oil pipeline in Siberia was ruptured .,An oil pipeline broke in Siberia.,IR
RTE3_test.column_s2_600,Christie 's is one of the world 's largest auction houses .,Christie's is one of the world's largest auction houses.,QA,RTE3_test.column_s2_390,NATO Secretary General Willy Claes resigned .,NATO General Secretary Willy Claes resigned after the resigning.,IR,RTE1_test.column_s2_1046,Murderers are beheaded in Saudi Arabia .,Mordants in Saudi Arabia are beheaded.,RC,RTE2_test.column_s2_548,"Overall survival rates were found to be increasing in England , but were still poor compared to Sweden .","Overall survival rates were found in England to increase, but compared to Sweden remained poor.",SUM
RTE3_test.column_s2_333,Wimbledon lady winners are very popular .,Wimbledon Ladies'winners are very popular.,IR,RTE1_test.column_s2_2145,Some witnesses said victims were not able to escape the flames .,Some witnesses say victims were unable to escape the flames.,CD,RTE3_test.column_s2_564,The Golden Palm has been awarded at the Cannes film Festival .,The Golden Palm was awarded at the Cannes Film Festival.,QA,RTE3_test.column_s2_645,Indonesia cut tin production costs by 25 % .,Indonesia's production costs cut tin production by 25 %.,SUM
RTE2_test.column_s2_488,Hundreds of people living downstream from a lake evacuated .,Hundreds of people who lived downstream from a lake were evacuated.,SUM,RTE2_test.column_s2_424,Microsoft showed revenue growth .,Microsoft showed an increase in revenue.,SUM,RTE3_test.column_s2_22,Anu Kepa served a Fijian chief .,Anu Kepa served as Fijian chief Anu Kepa.,IE,RTE3_test.column_s2_491,The Gurkhas come from Nepal .,The Gurkhas are from Nepal.,QA
RTE1_test.column_s2_186,Napster began as an illegal Web site .,Napster started as an illegal web site.,RC,RTE3_test.column_s2_258,Information about what manatees eat is available .,Information about what manatees eat are available.,IR,RTE1_test.column_s2_2122,Iraq shoots down U.S. helicopter .,Iraq shooting down a U.S. helicopter in Iraq.,IR,RTE2_test.column_s2_134,Natwar Singh resigned .,Natwar Singh resigned on 18 December.,IE
RTE2_test.column_s2_431,East Timor expects a deal with Australia .,East Timor anticipates a deal with Australia.,IE,RTE3_test.column_s2_122,Luis Navarro Origel became a guerilla .,Luis Navarro Origel became a guerrilla.,IE,RTE2_test.column_s2_556,Shipwreck salvaging was attempted .,Shipwreck Salvation was attempted.,IR,RTE1_test.column_s2_1688,Oberlin College is an organisation based in New York .,Oberlin College is an organization located in New York.,IE
RTE3_test.column_s2_368,Dodge products have been recalled .,Dodge products were recalled.,IR,RTE2_test.column_s2_318,Hebron is located in Jerusalem City .,Hebron is situated in Jerusalem city.,QA,RTE2_test.column_s2_498,The US military moved its air command centre to the al-Udeid air base in Qatar .,US military moved its Air Command Center to the Al Udeid Air Base in Qatar.,SUM,RTE3_test.column_s2_391,`` Sophie 's World '' is a best seller ., Sophie's World '' is a best seller.,IR
RTE2_test.column_s2_707,Hebron is located in Israel .,Hebron is situated in Israel.,QA,RTE2_test.column_s2_60,North Korea borders on Scandinavia .,North Korea borders Scandinavia with North Korea.,QA,RTE2_test.column_s2_728,"Baseball rolled out a tougher steroid-testing program that includes penalties for first-time offenders and random , year-round checks .","Baseball rolled out a tougher steroid test program that includes penalties for first time offenders and random, year-round checks.",SUM,RTE2_test.column_s2_288,A government purchases food .,A government buys food.,IR
RTE1_test.column_s2_727,"Led by Hernan Cortes , the Spaniards fought a war against the Aztec .","The Spaniards, commanded by Hernan Cortes, fought a war against the Aztecs.",CD,RTE1_test.column_s2_2121,Iraq shoots down a US helicopter .,"During Iraq, US helicopters shot down a US helicopter.",IR,RTE1_test.column_s2_2039,Josko Damic was the first Croatian president .,Josko Damic was Croatia's first president.,QA,RTE1_test.column_s2_1516,The Cyrillic alphabet was introduced in 863 .,The yurillic alphabet was introduced in 863.,QA
RTE2_test.column_s2_434,English ministers are united on the smoking ban .,"Ministers, at the smoking ban, are one together.",IE,RTE3_test.column_s2_43,Gertrude Jekyll co-authored The Wild Garden .,Gertrude Jekyll co-wrote The Wild Garden with Gertrude Jekyll.,IE,RTE3_test.column_s2_430,`` The Lord of the Rings '' was directed by Peter Jackson .,He  Lord of the Rings '' was a film directed by Peter Jackson.,QA,RTE3_test.column_s2_238,Firefighter casualties are higher .,Firefighter injuries are higher.,IR
RTE2_test.column_s2_38,Campbell finished his second round Friday .,Campbell finished his second round of golf on Friday.,SUM,RTE3_test.column_s2_335,Mobile phones must not be used whilst driving .,Mobile phones cannot be used while driving.,IR,RTE3_test.column_s2_563,The Golden Palm has been awarded at the Cannes film Festival .,The Golden Palm was awarded at the Cannes Film Festival.,QA,RTE2_test.column_s2_137,Malcolm Brabant was mistreated by Greek agents .,Malcolm Brabant was maltreated by Greek agents.,IE
RTE2_test.column_s2_598,Nuclear weapons are stored at Muslim sites .,Nuclear weapons are stored in Muslim sites.,IE,RTE1_test.column_s2_142,Eight British navy personnel are being held in Iran .,Eight British navy members are held in Iran.,RC,RTE1_test.column_s2_2153,"Gross domestic product , a measure of total output within the nation 's borders , climbed at a 3 % annual pace in the April-June period .","Gross domestic product, a measure of total output within the nation's borders, rose in the April-June period at a 3 % annual rate.",CD,RTE1_test.column_s2_915,"Later this summer , Microsoft will be charging $ 250 for its Hotmail accounts .",Later this summer Microsoft will charge $ 250 for its Hotmail accounts for the rest of summer.,RC
RTE2_test.column_s2_710,There are 15 Member States in the Council of Europe .,There are 15 members in the Council of Europe.,QA,RTE3_test.column_s2_689,Masterpieces seized by Nazis were found in Berlin .,Masterpieces captured by the Nazis were found in Berlin.,SUM,RTE3_test.column_s2_646,Indonesia is one of the world 's largest tin producers .,Indonesia is one of the world's largest tin producers.,SUM,RTE1_test.column_s2_2023,Turkey to join the EU .,Turkey will join the EU.,IR
RTE3_test.column_s2_495,The name of Helmut Kohl 's political party is the Christian Democratic Union .,The political party Helmut Kohl's name is Christian Democratic Union.,QA,RTE2_test.column_s2_533,Winkeler resides in Beckemeyer .,Winkeler lives in Beckemeyer.,IE,RTE2_test.column_s2_54,Lindbergh began his flight from Paris in 1927 .,Lindbergh began flying from Paris in 1927.,QA,RTE3_test.column_s2_280,U.S. sets new educational standards .,The U.S. sets new education standards.,IR
RTE1_test.column_s2_1992,Profits nearly tripled to nearly $ 1.8 billion .,"Profits nearly tripled to nearly $ 1.8 billion, bringing the total to $ 3 billion.",PP,RTE1_test.column_s2_1107,The U.N. Global Fund uses most of its funds for fighting AIDS .,The United Nations Global Fund uses most of its funds for combating AIDS.,RC,RTE1_test.column_s2_1607,A marine has been kidnapped by himself .,A marine was kidnapped by himself.,IE,RTE1_test.column_s2_1062,Silva used to be a petty thief .,Silva used to be a small thief.,RC
RTE2_test.column_s2_781,"The Museum of Contemporary Art , Chicago , was wrapped by Christo .","Christo wrapped the Museum of Contemporary Art, Chicago, through Christo.",QA,RTE3_test.column_s2_432,A shipwreck took place in the North Sea .,A shipwreck occurred in the North Sea.,QA,RTE1_test.column_s2_1593,Latvia gained independence in 1991 .,Lettland gained independence in 1991.,QA,RTE3_test.column_s2_186,9 people were assassinated by Raman Raghav .,Raman Raghav assassinated 9 people.,IE
RTE3_test.column_s2_433,2 channel is an Internet forum .,A Internet forum channel 2 is a channel 2.,QA,RTE2_test.column_s2_559,A European synagogue was the target of an act of terrorism .,A European Synagogue was the target of terrorism - acts.,IR,RTE1_test.column_s2_1027,Militants agreed to receive a ransom in exchange for de la Cruz 's release .,Militants agreed to a ransom in exchange for de la Cruz's release.,RC,RTE3_test.column_s2_565,The Golden Palm has been awarded at the Cannes film Festival .,The Golden Palm was awarded at the Cannes Film Festival.,QA
RTE3_test.column_s2_369,Dodge products have been recalled .,Dodge recalled Dodge products.,IR,RTE2_test.column_s2_506,Kerry says Bush lied about Yucca Mt .,Kerry Kerry says Bush lied about Yucca Mountain.,SUM,RTE3_test.column_s2_278,Overseas tobacco sales increase .,Sales increase to tobacco from overseas.,IR,RTE3_test.column_s2_336,Free speech is limited to the Internet .,Free speech is restricted to the Internet.,IR
RTE1_test.column_s2_1825,Qureia 's resignation was welcomed by Egypt .,Egypt welcomed Qureia's resignation.,RC,RTE2_test.column_s2_714,There are 360 million European citizens .,There are 360 million EU citizens.,QA,RTE2_test.column_s2_377,Coughlin is the fastest swimmer in the world .,Coughlin is the world's fastest swimmer.,QA,RTE1_test.column_s2_1300,The ANC carried out torture during the 1980 's .,"During the 1980s, the ANC carried out torture.",MT
RTE2_test.column_s2_565,Soldiers are trained using virtual reality .,Soldiers are trained in virtual reality.,IR,RTE2_test.column_s2_282,Alexander Downer will host a conference .,Alexander Downer is to host a conference.,IE,RTE2_test.column_s2_389,"There were 800,000 victims of the massacres in Rwanda .","There were 800,000 victims of the Rwandan massacres.",QA,RTE1_test.column_s2_1609,The recent G 8 summit took place on June 8-10 .,The recent G8 Summit took place on June 8-10.,IE
RTE2_test.column_s2_651,"The total number of hostages held in the school may have been as many as 1,200 .","The total number of hostages held at the school could have been as many as 1,200.",SUM,RTE3_test.column_s2_496,The name of Helmut Kohl 's political party is the Christian Democratic Union .,The party's name Helmut Kohl's is the Christian Democratic Union.,QA,RTE3_test.column_s2_393,Seal-hunting endangers species .,Seal-hunting endangering species endanger.,IR,RTE1_test.column_s2_1589,Devil 's Island is part of French Guyana .,Devil's Island is part of French Guyana.,QA
RTE3_test.column_s2_648,Drugs must go through the licensing processes .,Drugs must pass the licensing processes.,SUM,RTE2_test.column_s2_215,ARENA assassins attacked Mason .,Assassins of the ARENA attacked Mason.,IE,RTE2_test.column_s2_654,Owen was bought by Liverpool .,Owen was acquired by Liverpool.,IE,RTE1_test.column_s2_166,Shell is an oil giant .,Shell is a world oil giant.,RC
RTE2_test.column_s2_312,An earthquake occurred in 1994 .,A 1994 earthquake occurred in the area.,IR,RTE1_test.column_s2_300,Latvia has beaten Turkey .,Latvia beaten Turkey.,IR,RTE2_test.column_s2_100,The government took measures to protect the environment .,The government has taken measures to protect the environment.,IR,RTE3_test.column_s2_667,A German nurse was convicted of manslaughter and mercy killing .,A German nurse was convicted of manslaughter and murder by mercy.,SUM
RTE2_test.column_s2_440,Zanzibar is situated in the Indian Ocean .,Zanzibar is located in the Indian Ocean.,IE,RTE3_test.column_s2_513,French is the most widely spoken language in Qubec .,French is the most spoken language in Quebec.,QA,RTE1_test.column_s2_322,New members joined the EU .,EU also joined new members.,IR,RTE1_test.column_s2_1078,Most Americans have not heard of the Food Guide Pyramid .,Most Americans haven 't heard of the Food Guide Pyramid.,RC
