sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_paraphrase1,sen2_task
RTE2_test.column_s1_674,`` With Leukemia '' is a website bringing parents together world-wide to share experiences on caring for children who have leukemia ., With Leukemia '' is a website that brings parents together to share experiences on caring for children with leukemia.," With Leukemia '' is a website bringing parents together, and in developing countries worldwide, to share experiences on caring for children with leukemia.",QA,RTE2_test.column_s1_572,Patrick 's managing director Chris Corrigan says the law has been broken and the company will be writing to the Australian Securities and Investments Commission ( ASIC ) .,Patrick's managing director Chris Corrigan said the law was broken and the company will write to the Australian Securities and Investments Commission ( ASIC ).,Patrick's managing director Chris Corrigan says the law is broken and the company will write to Australian Securities and Investments Commission ( ASIC ).,IE
RTE2_test.column_s1_169,Eurostat 's task is to provide the European Union with statistics that enable comparisons between countries and regions .,The job of Eurostat is to provide Statistics for the European Union that allow comparisons between countries and regions.,"The task of Eurostat is to provide statistics for the European Union, which allow comparisons between countries and regions.",QA,RTE2_test.column_s1_532,"A study of the United States at war in the past 50 years has picked up one of the main awards at the 2005 Sundance Film Festival in Utah , in the US .",A study of the United States at war in the last 50 years picked up one of the major awards at the Sundance Film Festival 2005 in Utah in the USA.,"A study of the United States in war in the last 50 years was one of the major awards at the Sundance Film Festival in Utah, in the USA in 2005.",SUM
RTE1_test.column_s1_880,The Greek government is spending over 1 billion euros .,The Greek government is spending more than 1 billion euros.,Greek government spends over 1 billion euros on the holiday.,CD,RTE1_test.column_s1_1520,At year-end 1997 the death penalty was authorized by the statutes of 38 States and by Federal statute .,The death penalty was authorized at year-end 1997 by state laws of 38 states and by Federal law.,"At end of year 1997, the death penalty was authorized by the laws of 38 states and Federal Statute.",QA
RTE1_test.column_s1_1848,MSF was unnerved by a Taliban accusation that its members were spying for the U.S .,The MSF was frightened by a Taliban accusation that its members were spying for the United States.,MSF was unconcerned by a Taliban accusation that its members spyed for the U.S.,IR,RTE3_test.column_s1_132,"Families of Britons missing after bombings in Sharm el-Sheikh begun flying out to the Red Sea resort on Tuesday , a Foreign Office spokeswoman said .","Families of missing Britons who died in terror attacks on Sharm el-Sheikh, a Foreign Office spokeswoman said, started flying to the Red Sea resort on Tuesday.","Families of Britons missing after bombings in Sharm el Sheikh began flying to the Red Sea resort on Tuesday, a spokeswoman said.",IE
RTE1_test.column_s1_330,German Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people .,German Chancellor Schroeder presided over three years of almost zero economic growth and a labour force rate that has remained stubbornly above four million people.,German Chancellor Schroeder has taken over the economic growth of three years nearly without growth and an unemployment rate that has stubbornly remained above four million people.,RC,RTE3_test.column_s1_574,"Changing the citizenship law requires approval of parliament 's upper chamber , the Bundesrat , which represents the 16 federal states of Germany .","Changing the citizenship law requires approval of parliament's upper chamber, the Bundesrat, which represents the 16 Bundesstaaten of Germany.","Changing the citizenship law requires approval from the upper chamber of Parliament, the Bundesrat, which represents the 16 Bundesstaaten in Germany.",QA
RTE2_test.column_s1_599,"Rising wholesale prices and a jump in oil futures intensified inflation fears Friday , keeping stocks mixed and sending bond prices falling .","Rising wholesale prices and a fall in oil futures heightened inflation fears Friday, holding stocks mixed and sending bonds prices falling.","Rising wholesale prices and a jump in oil futures intensified inflation fears, with the stock market mixed and sinking bond prices Friday.",SUM,RTE1_test.column_s1_2169,Scott and Lance Hacking talked with their younger brother at the hospital July 24 .,Scott and Lance Hacking spoke with their younger brother on July 24 in the hospital.,"In June, Scott and Lance Hacking spoke at the hospital with their younger brother, Scott and Lance Hacking.",CD
RTE3_test.column_s1_230,"You can contact us several ways : write us , phone us , email us , or fill out the form below and submit it . We 'll be happy to provide any information and assistance we can . Cedar Falls Tourism and Visitors Bureau .","You can contact us several ways : write us, call us, email us, or fill out the form below and submit. We will be happy to provide any information and assistance we can.","You can contact us in several ways : write us, call us, email us or fill the form below and submit it, and we 'll be happy to provide any information and assistance we can.",IR,RTE1_test.column_s1_2032,"France 's Gastronomic Capital is Much , Much More .","France's Gastronomic Capital is Much, Much More.","The Gastronomic Capital of France, France is much more.",QA
RTE2_test.column_s1_686,A huge car bomb killed Lebanon 's former prime minister al-Hariri and at least 12 other people Monday in Beirut 's most devastating attack since the 1975-90 civil war .,A huge car bomb killed Lebanon's former Prime Minister al-Hariri and at least 12 others on Monday in Beirut's most devastating attack since the civil war of 1975-90.,A huge car bomb killed Lebanon's former prime minister al-Hariri and at least 12 others Monday in Beirut's most devastating attack since the civil war in 1975-90.,SUM,RTE1_test.column_s1_837,The Clark County medical examiner 's office said the man who was killed was 33 years old .,The Clark County Medical Examiner's Office said the man killed was 33 years old.,Clark County Medical Examination Office said that the man killed was 33 years old.,CD
RTE3_test.column_s1_657,"In terms of operating profits , the sharpest advance was seen in Philip Morris ' international tobacco division .",The biggest increase in operating profits was seen in Philip Morris'international tobacco division.,The strongest advance was seen in Philip Morris'international tobacco division in terms of operating profits.,SUM,RTE3_test.column_s1_483,"Alfred Nobel was a great inventor and had 355 patents overall . Others to mention , besides dynamite , include synthetic rubber and leather , and artificial silk .","Alfred Nobel was a great inventor and had 355 patents, with synthetic rubber and leather and artificial silk to mention.",Alfred Nobel was a great inventor and had 355 patents overall. Other examples include synthetic rubber and leather and artificial silk.,QA
RTE2_test.column_s1_414,"In the past decade , El Nino has been more frequent in Alaska , noticed especially in Juneau . Between the 1950 s and 1970 s , El Nino usually occurred once every 8-10 years . But in the past ten years , El Nino has become more frequent , occurring every 3-5 years .","In the past decade El Nino was more frequent in Alaska, especially in Juneau. Between the 1950 s and 1970 s, El Nino normally occurred once every 8-10 years, but in the past 10 years El Nino has become more frequent, every 3 or 3-5 years.","El Nino has been more frequent in Alaska in the past decade, not only in Juneau but in the 1950s and 1970s. El Nino usually occurred once every 8-10 years, but over the past 10 years El Nino has become more frequent, 1-2 years.",QA,RTE1_test.column_s1_1999,"The plays , presented in celebration of the 100 th anniversary of O 'Neill 's birth , may go on to New York City and the Soviet Union .","The plays, presented in celebration of the 100th anniversary of O 'Neill's birth, may proceed to New York City and the Soviet Union.","The plays, presented in celebration of the 100th anniversary of O'Neill's birth, may go on to New York City and the Soviet Union.",IE
RTE3_test.column_s1_270,"In confronting the rising phenomenon of computer crime , strategies that focus solely on increasing the effectiveness of prosecution will inevitably fail .",Strategy strategies focused solely on increasing the effectiveness of prosecution will inevitably fail when faced with the rising phenomenon of computer crime.,Strategies focused solely on increasing the effectiveness of prosecution will inevitably fail in confronting the increasing problem of computer crime.,IR,RTE3_test.column_s1_525,"Panic in Sumatra after new earthquake April 10 , 2005 . People living on the Indonesian island of Sumatra have fled their homes after an earthquake of magnitude of 6.7 hit the area earlier today . Although the quake was not powerful enough to cause a tsunami , the event sparked fears of a repeat of the December 26 magnitude 9.3 earthquake in which around 300,000 people died . Today 's tremor struck 70 miles southwest of Padang , a city in western Sumatra , yet no damage has been reported so far .","People living on the Indonesian island of Sumatra have fled their homes after an earthquake of magnitude 6.7 struck the area earlier today, although the quake was not powerful enough to cause a tsunami, although fear of a repeat of the earthquake of magnitude 9.3 that killed about 300,000 people. Today's tremor struck 70 miles southwest of Padang, a town in western Sumatra, yet no damage has been reported so far.","People living on the Indonesian island of Sumatra fled their homes after an earthquake of magnitude 6.7 shook the area earlier today, although it was not powerful enough to cause a tsunami, but it sparked fears of a repeat of the 26th magnitude 9.3 earthquake in which approximately 300,000 people were killed. Today, the tremor struck 70 miles southwest of Padang, a city in western Sumatra, yet no damage has been reported so far.",QA
RTE3_test.column_s1_618,The chaotic development gobbling up the Amazon rain forest could finally be reined in with a new plan developed by officials of Amazon countries and leading scientists from around the world .,The chaotic development that was sucking up the Amazon Rain Forest could finally be restrained by a new plan developed by officials of Amazon countries and leading scientists from around the world.,The chaotic development flowing from Amazon rain forests could finally be managed with a new plan developed by officials of Amazon countries and leading scientists from around the world.,SUM,RTE2_test.column_s1_27,"Responding to Scheuer 's comments in La Repubblica , the prime minister 's office said the analysts ' allegations , `` beyond being false , are also absolutely incompatible with the contents of the conversation between Prime Minister Silvio Berlusconi and U.S. Ambassador to Rome Mel Sembler . ''","In response to Scheuer's comments in La Repubblica, the prime minister's office said the analysts'allegations are  beyond being false, they are also absolutely incompatible with the contents of the conversation between Prime Minister Silvio Berlusconi and the US Ambassador Mel Sembler in Rome ''.","In response to Scheuer's comments in La Repubblica, the prime minister's office said that analysts'allegations  are, beyond being false, absolutely incompatible with the contents of the conversation between Prime Minister Silvio Berlusconi and the U.S. Ambassador to Rome, Mel Sembler.",IE
RTE3_test.column_s1_765,"Russia later imposed a hefty duty on oil exports to Belarus , claiming its neighbour was costing it up to 4 bn in lost revenues each year .","Later, Russia imposed a hefty tax on oil exports to Belarus, claiming its neighbor had yearly lost around 4 bn in lost revenues.","Russia later imposed a hefty tax on oil exports to Belarus, claiming that its neighbour charged it up to 4 bn annually in lost revenues.",SUM,RTE2_test.column_s1_285,"Bush 's top election lawyer resigned from the campaign Wednesday after it was revealed that he also was advising Veterans for Truth , a group airing TV ads attacking Kerry 's war record and anti-war activism .","Bush's top election lawyer resigned Wednesday after it was revealed he also was advising Veterans for Truth, a group that aired TV ads attacking Kerry's war record and anti-war activism.","Bush's top election lawyer resigned from the campaign on Wednesday after it was revealed that he also advised Veterans for Truth, a group that ran TV ads attacking Kerry's war record and antiwar activism.",SUM
RTE1_test.column_s1_1166,"The Security Council , yesterday , `` unanimously '' condemned Iraq 's decision to sever the relationship with the United Nations Special Commission in charge of disarming Iraqi weapons of mass destruction , and asked Baghdad `` to repeal its decision immediately and unconditionally . ''","Yesterday, the Security Council condemned Iraq's decision to end the relationship with the United Nations Special Commission responsible for disarming Iraqi weapons of mass destruction and asked Baghdad to immediately and unconditionally repeal his decision.",Yesterday the Security Council condemned Iraq's decision to sever the relationship with the United Nations Special Commission to disarm Iraqi weapons of mass destruction and asked Baghdad  to immediately and unconditionally repeal the decision ''.,MT,RTE3_test.column_s1_99,"In the May 2005 general election Michael Howard failed to unseat the Labour Government , although the Conservatives did gain 33 seats , playing the most significant role in reducing Labour 's majority from 167 to 66 .","In the General Election May 2005, Michael Howard failed to defeat the Labour Government, although the Conservatives gained 33 seats, and played the most significant role in reducing Labour's majority from 167 to 66.","In the May 2005 general election, Michael Howard failed to unseat the Labour government, although the Conservatives gained 33 seats and played the most important role in reducing Labour's majority from 167 to 66.",IE
RTE2_test.column_s1_621,"Saddam Hussein destroyed his chemical and biological weapons after the 1991 Gulf War and dismantled what remained of his mass-destruction weapons programs by 1996 , the CIA 's top Iraqi weapons adviser reported Wednesday .","After the 1991 Gulf War Saddam Hussein destroyed his chemical and biological weapons and dismantled what remained of his mass destruction weapons programs by 1996, reports the Iraqi weapons chief of the CIA.","Saddam Hussein destroyed his chemical and biological weapons after the Gulf War of 1991 and dismantled what remained of his mass destruction weapons programs in 1996, the CIA's top Iraqi weapons adviser reported Wednesday.",SUM,RTE3_test.column_s1_763,Supplies sent through the Druzhba pipeline were halted for three days after Minsk increased the transit tax for oil which passed through the country .,Supply were halted for three days after Minsk increased the transit tax for oil passing through the country through the Druzhba pipeline.,Supplies sent through the Druzhba pipeline were stopped for three days after Minsk increased the transit tax on oil flowing through the country.,SUM
RTE3_test.column_s1_446,"The pictures were taken by America 's foremost celebrity photographer Annie Leibovitz , in David Beckham 's current home of Spain , where he plays for football club Real Madrid .",The pictures were taken by America's foremost celebrity photographer Annie Leibovitz in David Beckham's present home in Spain where he plays for the football club Real Madrid.,"The pictures were taken by the America's leading celebrity photographer Annie Leibovitz in David Beckham's current home in Spain, where he plays for the football club Real Madrid.",QA,RTE1_test.column_s1_1872,"The third African Union summit opened in the Ethiopia 's capital of Addis Ababa on Tuesday , June 29 .","The third African Union summit opened on Wednesday, June 29 in the capital of Addis Abeba, Ethiopia.","The third African Union summit in Ethiopia's capital, Addis Ababa, opened Tuesday, 29 June.",IE
RTE3_test.column_s1_620,Nucor reckons that the SMS process gives it a Dollars 50 to Dollars 70 a ton production cost advantage over Big Steel .,Nucor reckons that SMS processes provide it with a Dollars 50 to Dollars 70 a ton production cost advantage over Big Steel.,Nucor reckons that the SMS process provides it a production-cost advantage of 50 dollars to 70 dollars a ton over Big Steel.,SUM,RTE3_test.column_s1_543,"Gov. George W. Bush 's wife , Laura , and his 24-year-old nephew , George P. Bush , will have featured roles at next week 's Republican National Convention in Philadelphia .","Gouverneur George W. Bush's wife, Laura, and his 24-year-old nephew, George P. Bush, will feature roles at the Republican National Convention in Philadelphia next week.","Governor George W. Bush's wife Laura and his 24-year nephew, George P. Bush, will have featured roles at the Republican National Convention in Philadelphia next week.",QA
RTE2_test.column_s2_485,Insurgents have launched attacks on Iraq 's oil industry .,Insurgents have launched attacks on Iraq's oil industry.,Insurgents have launched attacks on the oil industry in Iraq.,SUM,RTE1_test.column_s2_1014,Telescopes on Earth cannot see Titan clearly .,Telescopes on Earth can not see Titan clearly.,Telescopes on Earth cannot see Titan clear.,RC
RTE2_test.column_s2_622,Shipwreck salvaging was attempted .,Rescue efforts were attempted to salvage a shipwreck.,"As part of the attempted salvaging of shipwreck, a salvage attempt was attempted.",IR,RTE3_test.column_s2_639,The government intends to reorganize Welsh local government .,The government plans to restructure the Welsh local government.,The government intends to restructure Welsh local government.,SUM
RTE1_test.column_s2_291,More than $ 150 million will be probably spent for security at next year 's G 8 summit .,"More than $ 150 million will probably be spent on security at the G8 Summit next year, probably for security.",At the G 8 summit next year more than $ 150 million will likely be spent on security at the event.,IR,RTE1_test.column_s2_113,A request was reduced to $ 1.1 billion,A demand was reduced to $ 1.1 billion to 1.1 billion.,A request was lowered to $ 1.1 billion to $ 1.1 billion,IR
RTE2_test.column_s2_606,The Mafia murdered Salvo Lima .,Salvo Lima was murdered by the Mafia.,Salvo Lima has been murdered by the mafia.,QA,RTE2_test.column_s2_26,The Red Sox lead the World Series two games to none after a 6-2 victory .,The Red Sox lead the World Series two games in total after a 6-2 victory.,"The Red Sox lead the World Series, having won 6-2, by two games to none.",SUM
RTE2_test.column_s2_580,Barrow Hanley is a competitor of Pacific .,Barrow Hanley is a rival of Pacific.,Barrow Hanley is a competitor to Pacific Barrow Hanley.,IE,RTE2_test.column_s2_742,Intelligent design casts doubts on Darwinian evolution .,Intelligent design casts doubts about Darwinian evolution.,Intelligent design casts doubt on Darwinian evolution.,IE
RTE2_test.column_s2_623,Indigenous folk art is preserved .,"During the Conservation of Indigenous Folk Art,","During the conservation, Indigenous folk art is preserved.",IR,RTE2_test.column_s2_404,Bush 's budget allows younger workers to set up private accounts .,Bush's budget enables younger workers to set up private accounts.,Bush's budget allows younger workers to set up private accounts.,SUM
RTE1_test.column_s2_1540,The Ulysses mission started in 1990 .,The mission of Ulysses began in 1990.,The Ulysses mission was initiated in 1990.,QA,RTE3_test.column_s2_703,A Welsh parliament will be set up within one year .,"Within a year, a Welsh parliament will be established.","Within a year, a Welsh parliament will be formed.",SUM
RTE1_test.column_s2_1000,"The dramatic spread of human civilisation some 30,000 years ago played an important role in senior citizens ' lives .","The dramatic spread of human civilisation, about 30,000 years ago, played an important role in senior citizens'lives.","The dramatic spread of human civilization a few 30,000 years ago played an important role in senior citizens'lives.",RC,RTE3_test.column_s2_314,The assassination of Rabin took place in 1995 .,Rabin was killed in 1995.,Rabin's assassination took place in 1995.,IR
RTE3_test.column_s2_80,Buckley 's Mixture is a remedy against cough .,Buckley's Mixture is a remedy against coughing.,Buckley's Mixture is a remedy against cough.,IE,RTE3_test.column_s2_426,The Genie Awards are film honours .,The Genie Awards are film honors.,The Genie Awards are films honoured.,QA
RTE3_test.column_s2_236,A bush fire has started near Sydney .,A bush fire near Sydney hat started.,A bush fire has begun near Sydney.,IR,RTE3_test.column_s2_387,Dutch photos of Srebrenica have disappeared .,Dutch photos of Srebrenica have gone.,Dutch pictures of Srebrenica have gone.,IR
RTE3_test.column_s2_294,Reform allows home schooling .,Reform permits home schooling.,Home schooling allows home schooling.,IR,RTE3_test.column_s2_37,The American Civil War started in 1861 .,The American Civil War began in 1861.,American Civil War began in 1861.,IE
RTE1_test.column_s2_1509,George Washington was the first president of America .,George Washington was America's first president.,George Washington was the first president of the United States.,QA,RTE2_test.column_s2_59,Tea protects from illness .,Tea protects against illness.,Tea protects against disease.,IR
RTE2_test.column_s2_751,Shell profits drop due to the recent rise in oil prices .,Shell earnings decrease due to the recent rise in oil prices.,Shell profit declines due to recent rise in oil prices due to the recent surge in oil prices.,IE,RTE3_test.column_s2_201,New buildings have been erected in Berlin .,Neue buildings have been erected in Berlin.,New buildings have been built in Berlin.,IR
RTE1_test.column_s2_865,"Governor of Iran 's Qazvin province , Massoud Emami , and eight others were killed when their helicopter crashed while returning after an inspection of quake-hit Roudbar Alamout district , north of Tehran .","Massoud Emami, governor of Iran's Qazvin province and eight others were killed in the crash of their helicopter while returning from an inspection of the quake-hit Roudbar Alamout district north of Tehran.","Governor of Iran's Qazvin province, Massoud Emami, and eight others were killed when their helicopter crashed when they returned after an inspection of the earthquake-hit district of Roudbar Alamout, north of Tehran.",CD,RTE1_test.column_s2_1249,"Voting started on Monday at 14 : 00 , and the counting started as soon as the booths closed .","Voting started Monday at 14:00, and counting began as soon as the booths closed.",Voting started at 14:00 on Monday and counting began as soon as the booths closed.,MT
RTE3_test.column_s2_642,Proceeds from thrift stores fund drug and alcohol rehabilitation services .,Proceeds from thrift stores for drug and alcohol rehabilitation services are tax deductible.,Proceeds from thrift shops fund treatment of drug and alcohol rehab services.,SUM,RTE2_test.column_s2_376,Tea protects from some diseases .,Tea protects against some diseases.,Tea protects from certain diseases.,IR
RTE3_test.column_s2_316,China-Mongolia relations improve .,The relations between China and Mongolia improve.,Relations between China and Mongolia improve.,IR,RTE3_test.column_s2_317,China-Mongolia relations improve .,China - Mongolia relations improve.,Relations between China and Mongolia improve.,IR
RTE2_test.column_s2_264,Shipwreck salvaging was attempted .,Shipwreck rescue was attempted.,Shipwreck - Re-salvaging was attempted.,IR,RTE1_test.column_s2_994,Iamgold is Conway 's chief executive officer .,Iamgold is Conway's Chief Executive Officer.,Conway's chief executive officer is Iamgold.,RC
RTE3_test.column_s2_730,Millions of acres within the Amazon are destroyed each year .,Millions of acres in Amazon River are destroyed every year.,Millions of acres within Amazonian are destroyed each year.,SUM,RTE1_test.column_s2_734,The Aztecs arrived in the Valley of Mexico in the 13 th century .,The Aztecs arrived in the Valley of Mexico in the 13th century.,"In the 13th century, the Aztecs arrived in the Valley of Mexico.",CD
RTE3_test.column_s2_388,Guerrillas increase activity in East Timor .,Guerrilla activity in East Timor increases.,Guerrillas grow activity in East Timor.,IR,RTE2_test.column_s2_442,There are two official EU languages .,There are two official languages in the EU.,There are two official European languages.,QA
RTE2_test.column_s2_174,A gun battle killed 17 people in Indian-administered Kashmir .,A gunfight killed 17 people in the Indian-ministered Kashmir.,A gunfight killed 17 people in Indian-controlled Kashmir.,SUM,RTE3_test.column_s2_663,Young women at co-ed colleges tend to defer to men .,Young women in co-educational colleges tend to defer to men.,Young women in co-ed colleges tend to delay to men.,SUM
RTE2_test.column_s2_266,Tea protects from some diseases .,Tea is protected from some diseases.,Tea protects against some diseases.,IR,RTE1_test.column_s2_856,Markets reopen Tuesday after the holiday weekend .,The market opened after the holiday weekend reopens Tuesday.,Markets open Tuesday after the holiday weekend.,CD
RTE3_test.column_s2_508,Mohammad Khalifa 's father-in-law is Osama Bin Laden .,Mohammad Khalifa's father in law is Osama bin Laden.,Mohammad Khalifa's father-in-law is Osama Bin Laden.,QA,RTE1_test.column_s2_881,That 's five times more than Australia spent to protect the 2000 Olympics in Sydney .,That is five times more than Australia spent to protect the 2000 Olympic Games in Sydney.,That's five times more than Australia spent to protect Sydney's 2000 Olympics.,CD
RTE2_test.column_s2_615,The Council of Europe is made up by 45 member states .,The Council of Europe is comprised of 45 member states.,The Council of Europe is composed of 45 member states.,QA,RTE3_test.column_s2_733,"A former executive of Digital Equipment Corp. siphoned nearly $ 300,000 from the company .","A former director of Digital Equipment Corp.'s company siphoned nearly 300,000 dollars from the company.","A former executive of Digital Equipment Corp. has stolen almost $ 300,000 from the company.",SUM
RTE2_test.column_s2_119,The Concorde 's first crash was in 2000 .,The first crash was in 2000.,The Concorde's first crash occurred in 2000.,QA,RTE2_test.column_s2_638,Two young U.S. Citizens were murdered in Bolivia .,Two young United States citizens have been murdered in Bolivia.,Two young United States citizens were murdered in Bolivia.,IE
RTE1_test.column_s2_1358,Crude oil price increases .,Crude Oil prices rise.,Crude oil prices increase.,IR,RTE1_test.column_s2_987,U.S. oil prices increased .,U.S. oil prices increased in recent years.,Oil prices in the U.S. increased.,RC
RTE3_test.column_s2_788,The U.S. buys ground-based defense silo launchers .,The US purchases ground-based defense silo launchers.,The US purchases ground-based missile launchers for defense silo.,SUM,RTE1_test.column_s2_1288,Lawyers of General Pinochet are to present their case to the London Supreme Court .,General Pinochet's lawyers will present their case to the London Supreme Court.,General Pinochet's lawyers are to present their case before the London Supreme Court.,MT
RTE1_test.column_s2_116,Anorexia strikes teens .,Anorexia strikes teenagers.,Anorexia hit adolescents.,IR,RTE2_test.column_s2_717,Depletion of the rainforest affected the world 's weather .,Depletion of rainforest impacted the weather of the world.,The Depletion of the Rainforest affected the world's weather.,IR
RTE2_test.column_s2_131,Mahmoud Ahmadi-Nejad attended a conference .,Mahmoud Ahmadi-Nejad attended a conference held by Mahmoud Ahmadi-Nejad.,Mahmoud Ahmadi-Nejad participated in a conference.,IE,RTE3_test.column_s2_61,Fiona Wood is Tony Keirath 's wife .,Fiona Wood is the wife of Tony Keirath.,Fiona Wood is Tony Keirath's wife.,IE
RTE2_test.column_s2_786,The governmnet took measures to reduce pollution .,The Govermnet took measures to reduce pollution.,The gouvernement took measures to reduce pollution.,IR,RTE2_test.column_s2_588,Jurgen E. Schrempp created Mitsubishi Motor Corporation .,Mitsubishi Motor Corporation was founded by Jurgen E. Schrempp.,Jurgen E. Schrempp founded the Mitsubishi Motor Corporation.,IE
RTE1_test.column_s2_2157,The company 's shares were down 44 cents .,The company's shares were down 44 cents.,The shares of the company were down by 44 cents.,CD,RTE1_test.column_s2_937,Hostage released in Iraq .,Freedom in Iraq is released as Hostage.,"Freed in Iraq, Hostage released to Iraq.",IR
RTE2_test.column_s2_58,Ali Al-Timimi is imprisoned in Virginia .,The jail is in Virginia in Ali Al-Timimi.,Ali Al - Timimi is being held in Virginia.,IE,RTE2_test.column_s2_645,Members of Iraq 's Governing Council refused to sign an interim constitution .,Members of Iraq's governing council voted to appoint an interim constitution.,Members of the Iraqi Governing Council refused to sign an interim constitution.,SUM
RTE1_test.column_s2_294,The G 8 summit will last three days .,The G8 summit will last three days.,The G 8 summit lasts for three days.,IR,RTE2_test.column_s2_453,Tooth implants have advantages .,Implants have advantages.,Teeth implants have advantages.,IR
RTE1_test.column_s2_1344,Pinochet was a guest in Margaret Thatcher 's home .,Pinochet was a guest in Margaret Thatcher's home.,Pinochet was a guest at Margaret Thatcher's home.,MT,RTE3_test.column_s2_752,A new version of Microsoft 's now-standard Windows operating system has been unwrapped .,A new version of Microsoft's now standard Windows operating system has been unwrapped.,A new version of the Microsoft's now standard Windows operating system has been unwrapped.,SUM
RTE1_test.column_s2_1273,Lebanon may count on the support of Syria against Israel .,Lebanon may count on Syria's support against Israel.,Lebanon may count on Syrian support for Israel against Israel.,MT,RTE1_test.column_s2_736,"The city 's products include chemicals , plastics , cement , yarns , and textiles .","The city's products include chemicals, plastics, cement, yarns and textiles.","The city's products include chemicals, plastics, cement, yarns, and textiles.",CD
RTE1_test.column_s2_49,Argentina sees upsurge in kidnappings .,Argentine sees upsurge in kidnappings.,Argentine sees an upsurge in kidnappings.,IR,RTE3_test.column_s2_102,The ALAM manufactured cars .,ALAM manufactured cars.,The ALAM produced cars.,IE
RTE1_test.column_s2_1867,"Deaths from monsoon rains across South Asia hit 1,300 .","Sumatra, Thailand, to hit 1,300 people, the deaths in South Asia from monsoon rains.","The deaths of monsoon rains in South Asia have hit 1,300.",CD,RTE1_test.column_s2_2021,Spain opens embassy in Afghanistan .,Spain opens embassy to Afghanistan.,Spanish opening of the Embassy in Afghanistan.,IR
RTE3_test.column_s2_352,The Sierra Leone rebellion affects diamond trade .,The Sierra Leone Rebellion impacts the diamond trade.,Sierra Leone rebel movement affects diamond trade.,IR,RTE3_test.column_s2_279,U.S. sets new educational standards .,U.S. sets new educational standards in the U.S.,American sets new educational standards.,IR
RTE2_test.column_s2_650,Genetic Modification technology provides a solution to world hunger .,Genetic modification technology provides a solution to the global hunger problem.,Genetic Modification technology offers a solution to global hunger.,IR,RTE3_test.column_s2_239,Gulf war soldiers complain of illness .,Gulf war soldiers complain of disease.,Gulf war soldiers complain about illness.,IR
RTE2_test.column_s2_231,New voters are younger .,Younger voters are younger.,Older voters are younger.,SUM,RTE3_test.column_s2_627,Police departments use dogs .,Dogs are used in police departments.,Dogs are used by police departments.,SUM
RTE1_test.column_s2_316,SPD 's popularity is growing .,The popularity of SPD is growing.,SPD's popularity is growing.,IR,RTE1_test.column_s2_1307,The group trains it 's 200 members in the Nuba mountains .,The group trains its 200 members in Nuba mountains.,The group trains its 200 members in the Nuba mountains.,MT
RTE1_test.column_s2_1512,Lisa Marie Presley 's father was Elvis Presley .,Elvis Presley was the father of Lisa Marie Presley.,The father of Lisa Marie Presley was Elvis Presley.,QA,RTE2_test.column_s2_709,The first flush toilet was invented in the 1820 's .,The first flush toilet was invented in the 1820s.,The first flush toilet was invented in the 1820's.,QA
RTE2_test.column_s2_792,Destruction of the rainforest affected the world 's weather .,Destruction of the rainforest affected the weather of the planet.,Destruction of the rainforest affected the climate of the world.,IR,RTE3_test.column_s2_394,`` Sophie 's World '' is a best seller ., Sophie's World '' is a best-selling book., Sophie's World '' is a best seller.,IR
RTE3_test.column_s2_647,The Malaysia Mining Corp. was one of the world 's biggest tin producers .,The Malaysia Mining Corporation was one of the world's largest tin producers.,The Malaysia Mining Corporation was one of the biggest tin producers in the world.,SUM,RTE1_test.column_s2_308,Clinton agrees with Bush 's decision to start the war in 2003 .,Clinton agrees with Bush's decision to initiate the war in 2003.,Clinton agrees with Bush's decision to begin the war in 2003.,IR
RTE1_test.column_s2_1568,Verdi wrote mainly comedies .,Verdi wrote mainly comedy novels.,Verdi wrote mostly comedies.,QA,RTE2_test.column_s2_446,Tutankhamun 's Tomb was unearthed by Howard Carter and Lord Carnarvon .,Tutankhamun's tomb was discovered by Howard Carter and Lord Carnarvon.,The Tomb of Tutankhamun was discovered by Howard Carter and Lord Carnarvon.,QA
RTE1_test.column_s2_1591,De La Rue makes much of the world 's money .,De La Rue makes much of the world's money.,De La Rue makes most of the money in the world.,QA,RTE1_test.column_s2_996,Mr. Conway is Iamgold 's chief executive officer .,Mr. Conway is Iamgold's chief executive officer.,Mr. Conway is the chief executive officer of Iamgold.,RC
RTE2_test.column_s2_238,Milan Kucan became Prime Minister of Slovenia in 1992 .,"Milan Kucan was appointed in 1992, as Prime Minister of Slovenia.",In 1992 Milan Kucan became Slovenia's Prime Minister.,QA,RTE3_test.column_s2_666,Boys and girls will be segregated in junior high school .,Boys and girls will be separated at junior high school.,Boys and girls will be separated in the Junior High School.,SUM
RTE2_test.column_s2_382,Shipwreck salvaging was attempted .,Emissions were attempted to salvage shipwrecks.,Shipwreck Reclamation attempted.,IR,RTE3_test.column_s2_771,Wal-Mart is largest retailer of the world .,Wal-Mart is the largest retail retailer in the world.,Wal-Mart is the largest retail store in the world.,SUM
