sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_paraphrase2,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task
RTE1_test.column_s2_1814,Election postponed,Election postponed postponed after election postponed.,Postponed election postponed due to political instability.,Election postponed to August 16th.,IR,RTE1_test.column_s1_2149,Some neighbors said they were forced to break windows to enter the supermarket because the doors would n't open .,Some neighbors said they were forced to break windows in the supermarket because the doors wouldn't open.,CD
RTE2_test.column_s2_646,Tokyo 's High Court approves an appeal for compensation by 10 Chinese survivors .,The High Court of Tokyo took a court order to award compensation to 10 Chinese survivors.,Tokyo's High Court approves an appeal for compensation made by 10 Chinese survivors.,The Tokyo High Court rules on a appeal to the compensation of 10 Chinese survivors.,IE,RTE3_test.column_s1_297,"It took another 22 years on the long road to the talks table until the first Ceasefire Declaration on August 31 st , 1994 was announced by the IRA . This marked the beginning of the Peace Process in Northern Ireland , which in April 1998 resulted in an `` Agreement covering civil rights issues and relationships '' .","It took another 22 years to get to the talks table on the long road to achieve a peace agreement, which marked the beginning of the peace process in Northern Ireland, which resulted in an  agreement about civil rights issues and relationships in April 1998 ''.",IR
RTE1_test.column_s2_1860,Sharon praised France for ' determined action ' against anti-Semitism .,Sharon praised France for's'determined action against Anti-Semitism.,Sharon praised France for's'determined action'against antisemitism.,Sharon praised France for's'decisive action against anti-Semitism.,CD,RTE2_test.column_s1_198,"Some 420 people have been hanged in Singapore since 1991 , mostly for drug trafficking , an Amnesty International 2004 report said . That gives the country of 4.4 million people the highest execution rate in the world relative to population .","Some 420 people were hanging in Singapore since 1991, mostly for drug trafficking, according to a 2004 report of Amnesty International, which gave the country of 4.4 million people the highest execution rate in the world relative to population.",IE
RTE2_test.column_s2_569,Roger Federer battled past Andre Agassi in five sets .,Roger Federer met Andre Agassi in five sets.,Roger Federer fought back on five sets against Andre Agassi.,Roger Federer snatched five sets past Andre Agassi.,SUM,RTE2_test.column_s1_615,"The Council of Europe has 45 member states . Three countries from outside Europe ( Canada , Israel and Mexico ) have observer status in the Parliamentary Assembly .","The Council of Europe has 45 member states, three outside Europe ( Canada, Israel and Mexico ) are observers in the Parliamentary Assembly.",QA
RTE1_test.column_s2_1365,Japan is the world 's prime consumer of whale meat .,Japan is the world's prime consumer of whale meat.,Japan is the world's leading consumer of whale meat.,Japan is the largest consumer of whale meat in the world.,CD,RTE3_test.column_s1_411,"The big-budget Hollywood movie `` The Aviator '' and the low-budget Brit flick `` Vera Drake '' have scooped the main prizes at the 2005 Orange BAFTA Film Awards . Four gongs went to `` The Aviator '' with the top ones being Best Film and Cate Blanchett for Best Supporting Actress . `` Vera Drake '' got three gongs with Best Director , Best Actress and Costume Design . Jamie Foxx got Best Actor with Ray and Clive Owen got Best Supporting Actor with Closer .","The big budget Hollywood - movie  The Aviator '' and the low budget - Brit - film  Vera Drake '' have won the main prizes at the Orange BAFTA Film Awards 2005. Four gongs went to  The Aviator '' with the best films and Cate Blanchett for Best Supporting Actress.  Vera Drake '' got three gongs with Best Director, Best Actress and Costume Design. Jamie Foxx got Best",QA
RTE3_test.column_s2_470,Cyrillic is a Window 's program .,Cyrillic is a window's program.,Cyrillic is a program of Windows.,Cyrillic is a Windows program.,QA,RTE3_test.column_s1_599,"Alluding to Greece 's proposal , and other differences within the alliance , Albright said `` there are a variety of ideas '' among the diverse 19 NATO member nations .","Alluding to Greece's proposal, and other differences within the alliance, Albright said  there are a variety of ideas among the 19 NATO members ''.",QA
RTE3_test.column_s2_140,Omar resided in the Small Heath neighborhood .,Omar lived in the small neighborhood of the Heath.,Omar lived in the Small Heath neighborhood.,"In the Small Heath neighborhood, Omar lived.",IE,RTE1_test.column_s1_822,Satomi Mitarai died of blood loss .,Satomi Mitarai died from blood loss.,CD
RTE1_test.column_s2_1597,Nelson Mandela 's autobiography is called `` The Long Walk to Freedom '' .,Nelson Mandela's autobiography is called '' The Long Walk to Freedom ''.,Nelson Mandela's autobiography  The Long Walk to Freedom '' is called.,Nelson Mandela's autobiography is called  The Long Walk to Freedom ''.,QA,RTE2_test.column_s1_68,"Japan 's economy is definitely not booming but there is a sign of recovery as the export is increasing . However , the decrease of motor vehicle export to North America shows caution .","Japan's economy is certainly not booming, but there is a sign of recovery as exports are increasing but the decrease of the motor vehicle export to North America shows caution.",IR
RTE2_test.column_s2_725,U.S. industry is exported .,Exports are exported from the U.S.,Exportation of U.S. industry is made.,Exports of the U.S. industry are exported.,IR,RTE2_test.column_s1_183,"The announcement at NASA headquarters in Washington confirmed decades of mounting evidence that water once flowed in abundance on Mars , now a frigid and dry planet pocked with craters .","The announcement at NASA headquarters in Washington confirmed decades of mounting evidence that water flowed in abundance once on Mars, a crater - carved, icy and dry planet.",SUM
RTE2_test.column_s2_295,Destruction of the rainforest affects the world 's weather .,Destruction of rainforest affects the weather of the planet.,Destruction of the rainforest affects the world's weather.,Destruction of rainforest affects weather worldwide.,IR,RTE1_test.column_s1_1004,Infertile women are vital for successful child-rearing despite being unable to produce children themselves .,"Infertile women are vital for a successful child-rearing, despite not being able to raise children themselves.",RC
RTE1_test.column_s2_932,Oil prices drop,Oil prices drop as prices drop.,Oil prices drop sharply as prices for oil drop.,Oil prices drop because oil prices drop.,IR,RTE2_test.column_s1_491,"The original Band Aid featured artists including Duran Duran , U 2 , Sting and George Michael , selling 3.5 million copies in the UK alone to raise money for the Ethiopia famine .","The original bandaid featured artists such as Duran Duran, U 2, Sting and George Michael. He sold 3.5 million copies in the UK alone to raise money for the Ethiopia famine.",SUM
RTE1_test.column_s2_1290,"Describing the scene , Dalako Salwati ( 19 ) said that everybody was panic stricken .","Dalako Salwati ( 19 ), who described the scene, said that everyone was panic stricken.",Dalako Salwati ( 19 ) describing the scene said everyone was panicked.,"Dalako Salwati ( 19 ) described the scene, saying that everyone was panic stricken.",MT,RTE2_test.column_s1_638,La Paz department police authorities have disclosed that investigations into the murder of two young U.S. Citizens are being conducted by a specialized group ( not further identified ) summoned specially to clarify this crime .,"Investigations into the murder of two young Americans, conducted by a special group ( not further identified ) is being conducted specially to clarify this crime.",IE
RTE3_test.column_s2_202,New buildings have been erected in Berlin .,New buildings have been built in Berlin.,Berlin erected new buildings.,"In Berlin, new buildings have been built.",IR,RTE1_test.column_s1_2082,Microsoft was established in Italy in 1985 .,Microsoft was founded in 1985 in Italy.,QA
RTE1_test.column_s2_2049,Five other soldiers have been demanded to face courts-martial .,Five other soldiers have been demanded to face court martial.,Five other soldiers have been requested to face court-martial.,Five other soldiers have been ordered to face courts martial.,PP,RTE3_test.column_s1_575,"The 8,568-meter Mt . Kanchenjunga , the third highest in the world , is located in the border area of Nepal , India and China .","The 8,568-meter high mountain Kanchenjunga, the third highest in the world, is located in the border between Nepal, India, and China.",QA
RTE1_test.column_s2_1827,The U.S. detained four frenchmen for almost three years at Guantanamo Bay .,The U.S. has detained four French men for almost three years at Guantanamo Bay.,The U.S. held four Frenchmen in Guantanamo Bay for almost three years.,4 Frenchmen detained at Guantanamo Bay for almost three years are held in the U.S.,RC,RTE1_test.column_s1_116,"Statistically , anorexia strikes more than one in every 100 teen-age girls and young women .",Anaorexia affects statistically more than one in every 100 teen girls and young women.,IR
RTE1_test.column_s2_1964,London Underground opposed to withdraw the poster .,London Underground opposed to withdrawing the poster.,London Underground opposed withdrawal of the poster.,"London Underground, opposed to the poster's withdrawal.",PP,RTE2_test.column_s1_131,"On the same day last week that Mahmoud Ahmadi-Nejad , Iran 's fundamentalist president , called for Israel to be `` wiped off the map '' at an anti-Zionist conference in Tehran , his first vice-president was attending a different sort of event in Moscow .","On the same day last week, when Iran's fundamentalist president Mahmoud Ahmadi-Nejad called for Israel to be  wiped from the map  at an anti-Zionist conference in Tehran, his first vice-president a different kind of event was held in Moscow.",IE
RTE2_test.column_s2_70,India 's Meteorological Department operates from Indonesia .,The meteorological department of India operates from Indonesia.,India's meteorological department operates from Indonesia.,The Meteorological Department in India works from Indonesia.,IE,RTE3_test.column_s1_490,"Gurkhas are pretty mild-mannered , polite and rather shy folks . In fact most villagers from those hill-regions ( Garhwalis , Kumounis , Dogras etc. ) are all pretty gentle people , even though they have a long and distinguished history of military service .","In fact, most villagers from those hill regions ( garhwalis, Kumounis, Dogras etc. ) are pretty gentle people even though they have a long and distinguished history of military service.",QA
RTE3_test.column_s2_690,"Sotheby 's , Christie 's and Phillips founded the ALR .","The ALR was founded by Sotheby, Christie and Phillips.","The ALR was founded by Sotheby's, Christie's and Phillips.","Sotheby's, Christie's and Phillips founded the ALR.",SUM,RTE2_test.column_s1_281,"ECB spokeswoman , Regina Schueller , declined to comment on a report in Italy 's la Repubblica newspaper that the ECB council will discuss Mr. Fazio 's role in the takeover fight at its Sept. 15 meeting .","Regina Schueller, an ECB spokeswoman, declined to comment on a report in Italy's newspaper la Repubblica, that the ECB Council would discuss Mr. Fazio's role in the takeover - fight at its September 15 meeting.",IE
RTE3_test.column_s2_770,"More than 1,000 members from Russia registered for the news conference .","More than 1,000 members from Russia entered the news conference.","More than 1,000 Russian members attended the news conference.","The news conference was attended by more than 1,000 members from Russia.",SUM,RTE3_test.column_s1_707,In England Salvation Army social workers and volunteers have been trained in outreach work to make contact with homeless people on the streets .,In England Salvation Army social workers and volunteers have been trained in outreach to put the homeless people on the street.,SUM
RTE1_test.column_s2_828,Jennifer Hawkins is Australia 's 20-year-old beauty queen .,Jennifer Hawkins is the 20-year-old beauty queen of Australia.,Jennifer Hawkins is Australia's 20-year-old beauty queen.,Jennifer Hawkins is the 20-year-old beauty queen in Australia.,CD,RTE1_test.column_s1_1353,"The parties , which Zeroual consulted during the past few weeks , had expressed their desire to postpone the elections , arguing that the interval given by the president until the end of February was very short .","The parties that Zeroual consulted in the last few weeks had expressed their desire to postpone the elections, arguing that the interval granted by the president to the end of February was very short.",MT
RTE2_test.column_s2_467,Cars exported by Japan decreased .,"During the past decade, car exports from Japan decreased.",Cars exported by Japan were decreasing.,Exports from Japan of cars decreased.,IR,RTE3_test.column_s1_751,"Bush and Clinton , who ran against each other in 1992 , have worked together since leaving office . They helped raise funds for recovery from 2004 's Asian tsunami and 2005 's Hurricane Katrina .","Since leaving office, Bush and Clinton, who ran against each other in 1992, have worked together to recover funds from the Asian tsunami of 2004 and Hurricane Katrina of 2005.",SUM
RTE2_test.column_s2_657,A bomb blew up close to Hariri 's motorcade in Beirut on Monday .,A bomb blew up in Beirut on Monday near Hariri's motorcade.,"On Monday, a bomb hit near the motorcade of Hariri in Beirut.","On Monday, a bomb blew up near Hariri's motorcade in Beirut.",SUM,RTE3_test.column_s1_353,"Women 's Hub is a Philippines-based non-government organisation that supports `` women struggling for self-determination '' in using ICTs , or information and communication technologies .",Women's Hub is a non-government organization based in the Philippines that supports  women struggling for self-determination '' in using ICTs or information and communications technologies.,IR
RTE1_test.column_s2_2167,Microsoft to begin shipping major update to Windows,Microsoft is to begin shipping major update to Windows with Microsoft for Windows XP.,Microsoft to begin shipping large update to Windows.,Microsoft will start delivering important update to Windows after Microsoft has released Windows 10,CD,RTE1_test.column_s1_2157,Combined with oil prices still hovering near $ 44 a barrel .,"Together with oil prices still edging around $ 44 a barrel, is combined.",CD
RTE1_test.column_s2_277,U.N. has imposed sanctions against Haiti .,U.N. sanctions against Haiti have been imposed against Haiti.,U.N. sanctions against Haiti have been lifted.,U.N. sanctions against Haiti have been imposed on Haiti.,IR,RTE2_test.column_s1_328,"Commissioner Gary Bettman announced Wednesday that players will be locked out starting Thursday , leaving the upcoming season in jeopardy .","Commissioner Gary Bettman announced Wednesday that players will be locked out of action beginning Thursday, putting the upcoming season in danger.",SUM
RTE1_test.column_s2_1322,Cohen supports force in making Iraq disarm .,Cohen supports force in enabling Iraq to disarm.,Cohen supports force in disarming Iraq.,Cohen supports the use of force in Iraq to.,MT,RTE2_test.column_s1_184,"President Bush briefly and vaguely alluded to stem-cell research and cloning during his State of the Union address , instigating much speculation on what to expect in 2005 .","During his State of the Union Address, President Bush was briefly and vaguely referred to stem cell research and cloning, instigating much speculation about what to expect in 2005.",SUM
RTE2_test.column_s2_53,Filmmaker Michael Moore was all smiles after winning top honors at the People 's Choice Awards .,Michael Moore was all smiles after winning the top honours at the People's Choice Awards.,Filmmaker Michael Moore was all smiles after receiving top honors at the People's Choice Awards.,Filmmaker Michael Moore was smiling after he won top honours at the People's Choice Awards.,SUM,RTE2_test.column_s1_555,"Mickelson finished a triumphant week in his second home , winning the FBR Open by five strokes for his largest margin of victory in a PGA Tour event .",Mickelson finished a triumphant week in his second home and won the FBR Open with five strokes for his biggest margin of victory in a PGA Tour event.,SUM
RTE3_test.column_s2_549,The catastrophe at Chernobyl happened in 1986 .,The Chernobyl Disaster in 1986 happened.,The 1986 disaster at Chernobyl happened in 1986.,The Chernobyl disaster was in 1986.,QA,RTE3_test.column_s1_564,"It fell apart when steamy French actress Sophie Marceau emerged to present the Palme D 'Or , or Golden Palm , to Belgium 's `` Rosetta . ''","It fell apart when the steamy French actress Sophie Marceau appeared to give Belgium's  Rosetta the Palme D 'Or, or Golden Palm.",QA
RTE2_test.column_s2_671,Lleyton Hewitt had a win over Andy Roddick in Friday 's semi-final .,Lleyton Hewitt had a victory over Andy Roddick in the semi-finals on Friday.,"In the semi-final on Friday, Lleyton Hewitt had a victory over Andy Roddick.",Lleyton Hewitt won in the semi-final at Andy Roddick's by winning on Friday.,SUM,RTE3_test.column_s1_645,"Indonesia 's tin industry is expected to return to profit in 1992 with the dominant state-owned tin mine , Tambang Timah , having cut production costs by 25 per cent since 1990 .","Indonesia's tin industry is expected to return to profit in 1992, with the dominant state-owned tin mine, Tambang Timah, which has rerun production costs by 25 per cent since 1990.",SUM
RTE3_test.column_s2_740,Campfire helps rural communities make money from animals which had been poached as pests .,Campfire helps rural communities to make money from the animals which were poached as pests.,Campfire helps rural communities with wild animals that had been slaughtered as pests make money.,Campfire helps rural communities make money from animals that were poached as pests.,SUM,RTE3_test.column_s1_491,The world famous Gurkhas come from the high mountains of Nepal .,The famous Gurkhas come from the Nepalese high mountains.,QA
RTE2_test.column_s2_326,Tutankhamun 's Tomb was unearthed by Howard Carter and Lord Carnarvon .,Tomb of Tutankhamun was discovered by Howard Carter and Lord Carnarvon.,Howard Carter and Lord Carnarvon uncovered Tutankhamun's Tomb.,Tutankhamun's tomb was discovered by Howard Carter and Lord Carnarvon.,QA,RTE1_test.column_s1_2122,Iraq claimed Tuesday to have shot down a second U.S. spy plane in less than a month .,Iraq claimed Tuesday that it had shot down in less than a month a second U.S. spy plane.,IR
RTE2_test.column_s2_405,The pope 's name is Peter .,The name of the pope is Peter.,The name of Peter is Peter.,The pope is Peter's name.,QA,RTE1_test.column_s1_2054,"The $ 100,000 award , to be presented to Taylor in May by the president of Israel , is one of six given annually by the Israel-based Wolf Foundation .","The $ 100,000 award, which Taylor will receive in May by the President of Israel, is one of six each year given by the Israel-based Wolf Foundation.",QA
RTE1_test.column_s2_1421,The Gaza unrest spurred Ahmed Qurei into quitting .,The Gaza Unrest has spurred Ahmed Qurei to quit.,The unrest in Gaza spurred Ahmed Qurei to quit.,The Gaza unrest spurred Ahmed Qurei to quit.,PP,RTE2_test.column_s1_556,"Tampa-based Odyssey Marine Exploration , which was poised this spring to start archaeological and treasure recovery work on what it believes to be the more than 300-year-old shipwreck , has put the project on hold after last-minute objections from Andalusia .","Odyssey Marine Exploration, which was scheduled to begin archaeological and treasure recovery work in the spring of this year on what it believes to be a 300-year-old shipwreck, has put the project on hold after last-minute objections from Andalusia.",IR
RTE1_test.column_s2_1424,Mr Arafat 's opponents appealed to him to stop the mounting lawlessness in the Palestinian territories .,Mr Arafat's opponents appealed to him to stop the growing lawlessness in the Palestinian territories.,The opponents of Mr Arafat's appealed to him to stop the rising illegality in the Palestinian territories.,Mr Arafat's opponents appealed to him to stop the rising lawlessness in the Palestinian territories.,PP,RTE3_test.column_s1_752,Unwrapping a new version of Microsoft 's now-standard Windows operating system is generally an event of major proportions .,Unwrapping a new version of Microsoft's now standard Windows operating system is generally an event of major proportions.,SUM
RTE2_test.column_s2_258,Many parts of tsunami-battered Aceh province were not safe for the military .,"Many parts of the Aceh province, which had been evacuated by tsunami, were not safe for military.","Many parts of the Aceh province, a tsunami-stricken region, were not safe for the military.","Many parts of the deadly Aceh province, which was hit by tsunami, were not safe for the military.",SUM,RTE1_test.column_s1_1328,"Despite these differences , nothing prevents a Portuguese , for example , from buying a sandwich in front of the Eiffel Tower with an Euro coin bearing the Austrian flowers .","Despite these differences, nothing prevents a Portuguese, for example, from buying a sandwich with an Euro coin that carries Austrian flowers near the Eiffel Tower.",MT
RTE3_test.column_s2_478,The name of George H.W. Bush 's wife is Barbara .,Barbara Bush's wife's name is George H. W. Bush.,"George H.W. Bush's wife, Barbara, is George H.W. Bush's husband.",Barbara is the name of George H.W. Bush's wife.,QA,RTE1_test.column_s1_1374,Eight million Americans have hyperhidrosis .,Eight million Americans suffer from hyperhidrosis.,CD
RTE3_test.column_s2_190,Apple 's profits rose by 78 percent during the last quarter of 2006 .,Apple's profits grew during the last quarter of 2006 by 78 percent.,Apple's profits rose by 78 percent in the last quarter of 2006.,Apple's profits rose in the last quarter of 2006 by 78 percent.,IE,RTE2_test.column_s1_76,"A great earthquake occurred at 19 : 50 : 08 ( UTC ) on Thursday , September 25 , 2003 . The magnitude 8.0 event has been located in the Hokkaido , Japan region .","On Saturday, September 25, 2003, a large earthquake occurred at 19: 50 : 08 ( UTC ) and was located in the Hokkaido, Japan region.",IR
RTE1_test.column_s2_853,The Potter books netted an estimated & # 163 ; 435 million for Ms Rowling .,The Potter books paid about 163 million dollars for Ms Rowling.,"The Potter books have a net worth of some 163 million, estimated to have raised £ 435 million for Ms Rowling.",Potter books sold an estimated'163.435 million for Ms Rowling.,CD,RTE1_test.column_s1_893,"The first settlements on the site of Jakarta were established at the mouth of the Ciliwung , perhaps as early as the 5 th century AD .","The first settlements on the site of Jakarta were at the mouth of the Ciliwung, possibly as early as the 5th century AD.",CD
RTE3_test.column_s2_758,The Army 's increase will probably cost 70 billion .,The Army's increase will probably cost 70 billion euros.,The army increase will likely cost 70 billion.,The Army's increase will likely cost 70 billion dollars.,SUM,RTE3_test.column_s1_279,States and districts need to set high standards for high schools that are clearly aligned with both elementary and postsecondary educational requirements .,States and districts must set high standards for high schools that are clearly aligned with both basic and postsecondary education requirements.,IR
RTE3_test.column_s2_611,Iran 's growth rate was once 3.9 percent .,The rate of growth in Iran was once 3.9 percent.,Iranian growth rate was once 3.9 percent.,The growth rate of Iran was once 3.9 percent.,SUM,RTE1_test.column_s1_1516,The Cyrillic alphabet achieved its current form in 1708 during the reign of Peter the Great .,The Cyrillic alphabet was created in 1708 during the reign of Peter the Great in its present form.,QA
RTE3_test.column_s2_26,Brockwell was born in the last years of the 19 th century .,Brockwell was born in the last years of the 19th century.,"Born in the last years of the 19th century, Brockwell was born in Brockwell.","Born in the last years of the 19th century, Brockwell was born.",IE,RTE2_test.column_s1_434,"Ministers are still deadlocked over plans to ban smoking in pubs , clubs and all enclosed public spaces in England .","Ministers are still stuck in their tracks about plans to ban smoking in pubs, clubs and all enclosed public spaces in England.",IE
RTE3_test.column_s2_398,EU refuses commission candidates .,EU rejects candidates for the commission.,EU rejects candidates to the commission.,EU rejects Commission candidates.,IR,RTE1_test.column_s1_553,North Korea said Friday the United States had put multilateral nuclear crisis talks in jeopardy by refusing to give up its hostile policy toward the communist state .,North Korea said Thursday that the United States had put multilateral nuclear crisis talks in danger by refusing to abandon its hostile policy towards the communist state.,PP
RTE2_test.column_s2_672,US Secretary of State Condoleezza Rice has warned Iran it faces possible UN sanctions .,US Secretary of State Condoleezza Rice has warned that Iran could face UN sanctions.,President Chancellor Clinton has warned Iran that UN sanctions could hit Iran.,US Secretary of State Condoleezza Rice has warned Iranians that they will face possible UN sanctions.,SUM,RTE2_test.column_s1_569,"Roger Federer posted a huge win in the howling wind , beating two-time champion Andre Agassi 6-3 , 2-6 , 7-5 , 3-6 , 6-3 Thursday in a U.S. Open quarterfinal match suspended the previous night because of rain .","Roger Federer posted a huge victory in the wind and beat two-time champion Andre Agassi 6-3, 2-6, 7-5, 3-6, 6-3 on Thursday in a U.S. Open quarterfinal match suspended by rain in a rain delay.",SUM
RTE2_test.column_s2_298,"Unplanned pregnancies rise by 70,000 each year .","Unplanned pregnancy rises every year by 70,000 to 70,000.","Unplanned pregnancy surges each year by 70,000.","Unplanned pregnancy rates rise by 70,000 every year.",IE,RTE2_test.column_s1_723,"But , as the GIA 's hijack of the Air France Airbus A 300 on Christmas Eve 1994 demonstrates , the Islamic terrorist groups are also prepared to take their terrorist war to France itself .","But as the hijacking of Air France Airbus A 300 on Christmas Eve 1994 shows, the Islamic terrorist groups are also ready to take their terrorist war to France.",IR
RTE2_test.column_s2_510,Cars exported by Japan decreased .,Cars exported by Japan's country decreased.,Cars exporting to Japan decreased.,Cars exported by Japan declined.,IR,RTE3_test.column_s1_627,"Although dogs have been used in police work for years , primarily for patrol duty , their use as narco-noses did n't gain widespread acceptance until about 10 years ago .","Although dogs have been used for years in police work, mainly for patrol duty, their use as Narco-nosesn't gained widespread acceptance until about 10 years ago.",SUM
RTE2_test.column_s2_688,Shipwreck salvaging was attempted .,Wreck salvaging attempted was attempted.,Sarnishing efforts to salvage shipwrecks were attempted.,Shipwreck salvage was attempted.,IR,RTE3_test.column_s1_492,"The Normandy landings took place on 6 th June 1944 , but the Germans even then thought that the real ' Allied invasion of Europe would take place in the Pas de Calais or the Low Countries .","The Normandy landings took place on June 6, 1944 but the Germans believed that the real'Allied invasion of Europe would take place in the Pas de Calais or the Low Countries.",QA
RTE3_test.column_s2_775,Women 's organisations are fighting against abortion rights .,Women's organizations are fighting against abortion rights.,Women's organisations are fighting against abortion rights.,The organisations of women are fighting against abortion rights.,SUM,RTE2_test.column_s1_38,"Considering the amount of rain that soaked Riviera , Campbell did n't expect to complete his second round Friday in the Nissan Open .","Considering the amount of rain that soaked the Riviera, Campbell didn 't expect his second round on Friday at the Nissan Open.",SUM
RTE1_test.column_s2_1420,Insurgents slaughtered by American ground forces .,Insurgents killed by American ground forces by American forces.,American ground forces slaughtering insurgents.,Insurgents massacred by American ground forces by American soldiers.,PP,RTE2_test.column_s1_775,"We are located on the MIT campus , and offer quality retail bookselling to both the MIT community and the public at large .",We are located on the MIT campus and offer a quality retail book selling to the MIT community and to the general public.,QA
RTE1_test.column_s2_1024,The Japanese supported Koizumi in Sunday 's elections .,The Japanese supported Koizumi in Sunday's elections.,The Japanese supported Koizumi in Sunday's election.,The Japanese supported Koizumi at Sunday's election.,RC,RTE3_test.column_s1_563,"`` Rosetta , '' a Belgian film about an unemployed young woman trying desperately to carve out a normal life , won top honors at the 52 nd annual Cannes Film Festival Sunday ."," Rosetta '', a Belgian film about an unemployed young woman desperately trying to lay the groundwork for a normal life, won top honors at the 52nd annual Cannes Film Festival Sunday.",QA
RTE1_test.column_s2_862,"The investigation focused on the hangman 's cell , where 141 French prisoners-of-war were said to have been executed , as well at the 18 th-century Master Ropemaker 's House .","The investigation focused on the hangman's cell, where 141 French prisoners of war were said to be executed, as well as the 18th-century master - Ropemaker's house.","The investigation focused on the hangman's cell where 141 French prisoners were said to have been executed, as well as the 18th-century master ropemaker's house.","The investigation focused on the hangman's cell, where 141 French prisoners of war were said to have been executed, as well as on the 18th-century master rogerer's house.",CD,RTE3_test.column_s1_688,Experts estimate that only 5 % to 10 % of stolen artworks ever finds its way back to the owners .,Experts estimate that only 5 % to 10 % of the stolen artifacts ever find its way back to their owners.,SUM
RTE3_test.column_s2_341,Children 's Rights is a historical movement .,The Children's Rights is a historical movement.,Children's Rights is a historical movement.,The rights of the children are a historical movement.,IR,RTE2_test.column_s1_137,"The BBC 's correspondent in Athens , Malcolm Brabant , said that in the past few weeks more details had emerged of the alleged mistreatment by Greek-speaking agents .","The BBC's correspondent in Athens, Malcolm Brabant, said that in the past few weeks more details have emerged about the allegations of mistreatment by Greek-speaking agents.",IE
RTE1_test.column_s2_1240,Palestine 's government jet used to be kept in Egypt .,The government jet for Palestine used to be kept in Egypt.,The jet of Palestine's government used to be kept in Egypt.,The government jet of Palestine used to be kept in Egypt.,MT,RTE3_test.column_s1_470,"Cyrillic is a powerful program that brings together all the tools you need for drawing family pedigrees , and managing and analyzing pedigree data .",Cyrillic is a powerful program that brings together all the tools that you need to draw pedigrees and manage and analyze pedigree data.,QA
RTE1_test.column_s2_2126,A hospital containing four wounded people killed one when a mortar hit .,A hospital with four wounded people killed one in a mortar attack.,A hospital that contained four wounded people killed one when a mortar hit the hospital.,One hospital containing four injured people killed a dead one when a mortar strike.,RC,RTE2_test.column_s1_776,"Bombing suspect Muktar Said-Ibrahim got on the No. 26 bus at 12 : 53 last Thursday in the bank area of downtown London , carrying a grey and black backpack . He sat toward the back of the bus with the pack next to him and tried to set off a bomb near Hackney Street .","Bombing suspect Muktar Said-Ibrahim got onto the bus No 26 at 12:53 last Thursday in the bank area of the city centre, carrying a grey and black backpack and sat, with the pack next to him, towards the back of the bus and tried to throw a bomb in Hackney Street.",IE
RTE2_test.column_s2_93,The BBC apologises over Iraqi figures .,The BBC apologies for Iraqi figures.,The BBC apologizes over Iraqi figures.,The BBC has apologised for Iraqi figures.,SUM,RTE2_test.column_s1_235,"On July 8 , 1998 , United Airlines expresses opposition to the two-airport concept , a train link between John Wayne and El Toro and any attempt to limit John Wayne to short haul markets .","On July 8, 1998, United Airlines expressed opposition to the two airport concept, a railway link between John Wayne and El Toro and any attempt to limit John Wayne to short run markets.",QA
RTE3_test.column_s2_633,Slovakia has recently attracted large foreign investments .,Slovakia has recently attracted large foreign investment.,"Slovakia, recently, attracted major foreign investments.",Slovakia has recently attracted large foreign investment from Slovakia.,SUM,RTE3_test.column_s1_665,The rankings of independent schools ' A-level results have been analyzed by the Financial Times today .,The rankings of independent schools'A-level grades have been analyzed today by the Financial Times.,SUM
RTE3_test.column_s2_209,Floods ravage Europe .,Inundations ravage Europe.,Europe ravages by floods.,Europe suffers from floods.,IR,RTE1_test.column_s1_1070,Dela Cruz was snatched Wednesday .,Dela Cruz was taken Wednesday.,RC
RTE3_test.column_s2_208,Floods ravage Europe .,Europe ravages the floods with.,Europe is under heavy flooding after a disaster.,Europe ravages by floods.,IR,RTE1_test.column_s1_2077,They are made from the dust of four of Jupiter 's tiniest moons .,They are made from the dust of four of Jupiter's tiny moons.,QA
RTE2_test.column_s2_614,Big Bear Station is subordinate to San Bernardino Sherriff 's Department .,Big Bear Station is subordinate to the San Bernardino Sherriff's Department.,Big Bear Station is subordinate to San Bernardino Sheriff's Department.,Big Bear Station is a subordinate department to the San Bernardino Sherriff's Department.,IE,RTE3_test.column_s1_494,"On June 6 , 1944 , Allied naval , air and ground forces operating with airborne assault troops and paratroopers overwhelmed the German `` West Wall '' defenses built along France 's Channel Coast .","On 6 June 1944, the allied naval, air, and ground forces with airborne infantry '' troop and paratroopers overpowered the German  west wall '' defenses built along France's Channel Coast.",QA
RTE1_test.column_s2_933,Oil prices drop,Oil prices drop below oil prices.,Oil prices drop as oil prices drop,Oil prices drop as oil prices drop.,IR,RTE1_test.column_s1_261,Teachers are earning credentials from Commission on Teacher Credentialing that allow them to instruct non-English speakers without being fully bilingual .,Teachers earn credentials from the Commission on Teacher Credentialing which allow them to teach non-English speakers without being fully bilingual.,IR
RTE1_test.column_s2_1890,The 15 th International AIDS Conference was held last Saturday .,"Last Saturday, the 15th International AIDS Conference took place.","Last Saturday, the 15 th International AIDS Conference took place.",The 15th International AIDS Conference was held on Saturday.,IE,RTE2_test.column_s1_792,"And the vast destruction of the rainforest in this century , along with the rise in fossil fuel usage , is a major contributing factor in global warming .","And the vast destruction of the rainforest in this century, along with the increase in fossil fuel use, is a major contributor to global warming.",IR
